split,image_id,hls_tile,acquisition_date,crs_wkt,chip_bounds,burned_pixels,unburned_pixels,missing_pixels
training,subsetted_512x512_HLS.S30.T12TUM.2019261.v1.4,12TUM,2019-09-18,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((331170.0 4620090.0, 331170.0 4635450.0, 346530.0 4635450.0, 346530.0 4620090.0, 331170.0 4620090.0))",28037,234107,0
training,subsetted_512x512_HLS.S30.T12TUM.2020191.v1.4,12TUM,2020-07-09,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((351240.0 4620840.0, 351240.0 4636200.0, 366600.0 4636200.0, 366600.0 4620840.0, 351240.0 4620840.0))",6571,255573,0
training,subsetted_512x512_HLS.S30.T12TUN.2018186.v1.4,12TUN,2018-07-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((330360.0 4721340.0, 330360.0 4736700.0, 345720.0 4736700.0, 345720.0 4721340.0, 330360.0 4721340.0))",4541,257603,0
training,subsetted_512x512_HLS.S30.T12TUN.2018216.v1.4,12TUN,2018-08-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((324630.0 4697760.0, 324630.0 4713120.0, 339990.0 4713120.0, 339990.0 4697760.0, 324630.0 4697760.0))",10990,251154,0
training,subsetted_512x512_HLS.S30.T12TUN.2018246.v1.4,12TUN,2018-09-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((386130.0 4751940.0, 386130.0 4767300.0, 401490.0 4767300.0, 401490.0 4751940.0, 386130.0 4751940.0))",10851,251293,0
training,subsetted_512x512_HLS.S30.T12TUN.2020216.v1.4,12TUN,2020-08-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((379650.0 4736580.0, 379650.0 4751940.0, 395010.0 4751940.0, 395010.0 4736580.0, 379650.0 4736580.0))",6899,255244,1
training,subsetted_512x512_HLS.S30.T12TUN.2021150.v1.4,12TUN,2021-05-30,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((392700.0 4784580.0, 392700.0 4799940.0, 408060.0 4799940.0, 408060.0 4784580.0, 392700.0 4784580.0))",4684,257460,0
training,subsetted_512x512_HLS.S30.T12TUN.2021205.v1.4,12TUN,2021-07-24,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((341730.00000000006 4724220.0, 341730.00000000006 4739580.0, 357090.00000000006 4739580.0, 357090.00000000006 4724220.0, 341730.00000000006 4724220.0))",18203,243941,0
training,subsetted_512x512_HLS.S30.T12TUP.2020241.v1.4,12TUP,2020-08-28,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((329310.0 4837320.0, 329310.0 4852680.0, 344670.0 4852680.0, 344670.0 4837320.0, 329310.0 4837320.0))",28334,233810,0
training,subsetted_512x512_HLS.S30.T12TVK.2020188.v1.4,12TVK,2020-07-06,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((416100.0 4447500.0, 416100.0 4462860.0, 431460.0 4462860.0, 431460.0 4447500.0, 416100.0 4447500.0))",58168,203976,0
training,subsetted_512x512_HLS.S30.T12TVK.2020228.v1.4,12TVK,2020-08-15,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((447180.0 4398900.0, 447180.0 4414260.0, 462540.0 4414260.0, 462540.0 4398900.0, 447180.0 4398900.0))",6833,255311,0
training,subsetted_512x512_HLS.S30.T12TVN.2018246.v1.4,12TVN,2018-09-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((414930.0 4745490.0, 414930.0 4760850.0, 430290.0 4760850.0, 430290.0 4745490.0, 414930.0 4745490.0))",10764,251380,0
training,subsetted_512x512_HLS.S30.T12TVP.2018221.v1.4,12TVP,2018-08-09,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((412890.0 4880130.0, 412890.0 4895490.0, 428250.0 4895490.0, 428250.0 4880130.0, 412890.0 4880130.0))",217799,44345,0
training,subsetted_512x512_HLS.S30.T12TVR.2018246.v1.4,12TVR,2018-09-03,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((422550.0 4991880.0, 422550.0 5007240.0, 437910.0 5007240.0, 437910.0 4991880.0, 422550.0 4991880.0))",19831,242306,7
training,subsetted_512x512_HLS.S30.T12TVR.2020256.v1.4,12TVR,2020-09-12,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((439560.0 5036940.0, 439560.0 5052300.0, 454920.0 5052300.0, 454920.0 5036940.0, 439560.0 5036940.0))",8097,254046,1
training,subsetted_512x512_HLS.S30.T12TVS.2019216.v1.4,12TVS,2019-08-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((420240.00000000006 5172000.0, 420240.00000000006 5187360.0, 435600.00000000006 5187360.0, 435600.00000000006 5172000.0, 420240.00000000006 5172000.0))",18634,243510,0
training,subsetted_512x512_HLS.S30.T12TVS.2020191.v1.4,12TVS,2020-07-09,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((410100.0 5142960.0, 410100.0 5158320.0, 425460.0 5158320.0, 425460.0 5142960.0, 410100.0 5142960.0))",5366,256778,0
training,subsetted_512x512_HLS.S30.T12TVS.2020256.v1.4,12TVS,2020-09-12,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((400050.0 5097150.0, 400050.0 5112510.0, 415410.0 5112510.0, 415410.0 5097150.0, 400050.0 5097150.0))",19708,241609,827
training,subsetted_512x512_HLS.S30.T12TVT.2018196.v1.4,12TVT,2018-07-15,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((469380.0 5268510.0, 469380.0 5283870.0, 484740.0 5283870.0, 484740.0 5268510.0, 469380.0 5268510.0))",6412,255728,4
training,subsetted_512x512_HLS.S30.T12TWK.2020268.v1.4,12TWK,2020-09-24,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((527820.0 4484070.0, 527820.0 4499430.0, 543180.0 4499430.0, 543180.0 4484070.0, 527820.0 4484070.0))",217588,44545,11
training,subsetted_512x512_HLS.S30.T12TWQ.2020283.v1.4,12TWQ,2020-10-09,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((509550.0 4908360.0, 509550.0 4923720.0, 524910.0 4923720.0, 524910.0 4908360.0, 509550.0 4908360.0))",15042,247096,6
training,subsetted_512x512_HLS.S30.T12TWT.2020276.v1.4,12TWT,2020-10-02,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((582090.0 5212530.0, 582090.0 5227890.0, 597450.0 5227890.0, 597450.0 5212530.0, 582090.0 5212530.0))",23511,238633,0
training,subsetted_512x512_HLS.S30.T12TXL.2018220.v1.4,12TXL,2018-08-08,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((662100.0 4556490.000000001, 662100.0 4571850.000000001, 677460.0 4571850.000000001, 677460.0 4556490.000000001, 662100.0 4556490.000000001))",52081,210063,0
training,subsetted_512x512_HLS.S30.T12TXL.2020250.v1.4,12TXL,2020-09-06,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((638640.0 4532520.0, 638640.0 4547880.0, 654000.0 4547880.0, 654000.0 4532520.0, 638640.0 4532520.0))",35058,227086,0
training,subsetted_512x512_HLS.S30.T12TXM.2018220.v1.4,12TXM,2018-08-08,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((676620.0 4590360.0, 676620.0 4605720.0, 691980.0 4605720.0, 691980.0 4590360.0, 676620.0 4590360.0))",14038,248106,0
training,subsetted_512x512_HLS.S30.T12TXQ.2018248.v1.4,12TXQ,2018-09-05,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((657090.0 4917570.0, 657090.0 4932930.0, 672450.0 4932930.0, 672450.0 4917570.0, 657090.0 4917570.0))",8248,253896,0
training,subsetted_512x512_HLS.S30.T12TXR.2020283.v1.4,12TXR,2020-10-09,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((651930.0 5055210.0, 651930.0 5070570.0, 667290.0 5070570.0, 667290.0 5055210.0, 651930.0 5055210.0))",10257,251887,0
training,subsetted_512x512_HLS.S30.T12TXS.2020278.v1.4,12TXS,2020-10-04,"PROJCS[""UTM Zone 12, Northern Hemisphere"",GEOGCS[""Unknown datum based upon the WGS 84 ellipsoid"",DATUM[""Not specified (based on WGS 84 spheroid)"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-111],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]","POLYGON ((694440.0 5124870.0, 694440.0 5140230.0, 709800.0 5140230.0, 709800.0 5124870.0, 694440.0 5124870.0))",130249,131895,0
